,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
19 Jan 2021,4.0505,5.5113,4.8999,3.8945,4.5475,3.1239,3.1832,3.0470,52.2477
20 Jan 2021,4.0480,5.5261,4.9161,3.9007,4.5591,3.1251,3.1848,3.0527,52.2198
21 Jan 2021,4.0310,5.5152,4.8898,3.8949,4.5358,3.1345,3.1955,3.0451,52.0005
22 Jan 2021,4.0375,5.5380,4.9151,3.8995,4.5622,3.1266,3.1870,3.0484,52.0833
25 Jan 2021,4.0460,5.5436,4.9262,3.8992,4.5710,3.1286,3.1844,3.0507,52.1953
26 Jan 2021,4.0445,5.5266,4.9098,3.8996,4.5531,3.1149,3.1720,3.0479,52.1783
27 Jan 2021,4.0440,5.5518,4.9163,3.8984,4.5597,3.1290,3.1795,3.0503,52.1682
29 Jan 2021,4.0540,5.5556,4.9041,3.8800,4.5553,3.0989,3.1505,3.0451,52.2925
2 Feb 2021,4.0425,5.5358,4.8835,3.8520,4.5107,3.0860,3.1516,3.0375,52.1411
3 Feb 2021,4.0475,5.5317,4.8740,3.8546,4.5087,3.0806,3.1677,3.0389,52.2167
4 Feb 2021,4.0525,5.5163,4.8703,3.8553,4.5033,3.0908,3.1664,3.0364,52.2795
5 Feb 2021,4.0745,5.5705,4.8711,3.8604,4.5049,3.0936,3.1772,3.0434,52.5572
8 Feb 2021,4.0615,5.5779,4.8894,3.8512,4.5140,3.1174,3.1819,3.0457,52.3882
9 Feb 2021,4.0575,5.5900,4.9004,3.8669,4.5257,3.1354,3.1886,3.0505,52.3403
10 Feb 2021,4.0400,5.5845,4.8993,3.8640,4.5312,3.1270,3.1820,3.0471,52.1139
11 Feb 2021,4.0445,5.5998,4.9023,3.8668,4.5439,3.1274,3.1858,3.0510,52.1686
15 Feb 2021,4.0360,5.6092,4.8975,3.8414,4.5300,3.1416,3.1860,3.0516,52.0596
16 Feb 2021,4.0305,5.6223,4.8958,3.8169,4.5353,3.1450,3.1959,3.0493,51.9904
17 Feb 2021,4.0385,5.6077,4.8825,3.8113,4.5206,3.1304,3.1814,3.0404,52.0912
18 Feb 2021,4.0380,5.5926,4.8603,3.8136,4.4914,3.1299,3.1778,3.0403,52.0868
19 Feb 2021,4.0435,5.6417,4.8864,3.8253,4.5088,3.1384,3.1809,3.0441,52.1543
22 Feb 2021,4.0405,5.6640,4.8971,3.8244,4.5009,3.1831,3.2047,3.0525,52.1150
23 Feb 2021,4.0420,5.6877,4.9177,3.8486,4.5127,3.1990,3.2088,3.0610,52.1323
24 Feb 2021,4.0390,5.7186,4.9080,3.8279,4.4566,3.1991,3.2113,3.0602,52.0869
25 Feb 2021,4.0400,5.7146,4.9161,3.8126,4.4567,3.2169,3.2303,3.0634,52.1021
26 Feb 2021,4.0495,5.6634,4.9240,3.8176,4.4729,3.1807,3.2138,3.0496,52.2213
1 Mar 2021,4.0535,5.6694,4.8976,3.8038,4.4630,3.1431,3.1909,3.0476,52.2584
2 Mar 2021,4.0540,5.6316,4.8757,3.7961,4.4282,3.1471,3.1997,3.0450,52.2534
3 Mar 2021,4.0495,5.6541,4.8928,3.7901,4.4235,3.1687,3.2051,3.0458,52.2004
4 Mar 2021,4.0555,5.6530,4.8865,3.7882,4.4096,3.1566,3.2020,3.0425,52.2784
5 Mar 2021,4.0675,5.6563,4.8657,3.7678,4.3798,3.1385,3.2147,3.0419,52.4146
8 Mar 2021,4.0900,5.6491,4.8679,3.7724,4.3896,3.1452,3.2308,3.0406,52.6583
9 Mar 2021,4.1260,5.7135,4.8955,3.7817,4.4100,3.1609,3.2622,3.0591,53.1225
10 Mar 2021,4.1285,5.7252,4.9049,3.7949,4.4397,3.1709,3.2591,3.0642,53.1848
11 Mar 2021,4.1125,5.7302,4.9070,3.7888,4.4225,3.1851,3.2621,3.0623,52.9896
12 Mar 2021,4.1170,5.7547,4.9248,3.7873,4.4434,3.2030,3.2817,3.0679,53.0531
15 Mar 2021,4.1170,5.7335,4.9215,3.7727,4.4312,3.1903,3.3003,3.0599,53.0343
16 Mar 2021,4.1140,5.7065,4.9096,3.7686,4.4404,3.1892,3.2965,3.0607,52.9824
17 Mar 2021,4.1185,5.7208,4.9016,3.7752,4.4488,3.1855,3.3066,3.0581,53.0335
18 Mar 2021,4.1075,5.7269,4.9124,3.7730,4.4470,3.2129,3.3112,3.0615,52.8980
19 Mar 2021,4.1165,5.7283,4.9044,3.7806,4.4392,3.1878,3.2928,3.0632,53.0043
22 Mar 2021,4.1095,5.6878,4.8885,3.7783,4.4226,3.1750,3.2860,3.0604,52.9224
23 Mar 2021,4.1160,5.6998,4.9110,3.7864,4.4550,3.1747,3.2835,3.0702,52.9958
24 Mar 2021,4.1275,5.6658,4.8907,3.8026,4.4194,3.1386,3.2774,3.0673,53.1329
25 Mar 2021,4.1395,5.6715,4.8941,3.8014,4.4249,3.1481,3.2932,3.0739,53.2867
26 Mar 2021,4.1465,5.7070,4.8850,3.7956,4.4119,3.1565,3.2945,3.0770,53.3713
29 Mar 2021,4.1455,5.7119,4.8861,3.7846,4.4127,3.1657,3.2886,3.0786,53.3406
30 Mar 2021,4.1465,5.7126,4.8794,3.7711,4.4130,3.1750,3.2953,3.0764,53.3267
31 Mar 2021,4.1590,5.7093,4.8691,3.7521,4.4057,3.1627,3.2953,3.0870,53.4944
1 Apr 2021,4.1465,5.7143,4.8614,3.7479,4.3864,3.1395,3.2935,3.0797,53.3370
2 Apr 2021,4.1375,5.7282,4.8738,3.7408,4.3937,3.1571,3.3018,3.0793,53.2134
5 Apr 2021,4.1410,5.7299,4.8740,3.7456,4.3946,3.1561,3.2938,3.0776,53.2553
6 Apr 2021,4.1325,5.7411,4.8776,3.7444,4.4049,3.1545,3.2952,3.0815,53.1443
7 Apr 2021,4.1280,5.7068,4.8987,3.7601,4.4320,3.1592,3.2800,3.0841,53.0632
8 Apr 2021,4.1385,5.6929,4.9130,3.7710,4.4536,3.1533,3.2821,3.0869,53.1705
9 Apr 2021,4.1355,5.6811,4.9241,3.7841,4.4732,3.1595,3.2900,3.0870,53.1648
12 Apr 2021,4.1370,5.6638,4.9201,3.7765,4.4678,3.1481,3.2951,3.0825,53.1844
13 Apr 2021,4.1340,5.6766,4.9155,3.7679,4.4721,3.1418,3.2862,3.0790,53.1800
14 Apr 2021,4.1295,5.6855,4.9383,3.7925,4.4891,3.1624,3.2931,3.0872,53.1341
15 Apr 2021,4.1280,5.6853,4.9433,3.7908,4.4692,3.1839,3.2962,3.0867,53.1524
16 Apr 2021,4.1270,5.6781,4.9349,3.7916,4.4730,3.1912,3.2911,3.0901,53.1234
19 Apr 2021,4.1295,5.7123,4.9372,3.8009,4.4842,3.1917,3.3008,3.0976,53.1409
20 Apr 2021,4.1160,5.7632,4.9668,3.8071,4.5030,3.2107,3.2950,3.1030,52.9931
21 Apr 2021,4.1160,5.7330,4.9520,3.8118,4.4932,3.1763,3.2658,3.0964,53.0303
22 Apr 2021,4.1100,5.7281,4.9472,3.8052,4.4852,3.1869,3.2872,3.0960,52.9557
23 Apr 2021,4.1115,5.6979,4.9428,3.8096,4.4832,3.1780,3.2954,3.0932,52.9774
26 Apr 2021,4.1035,5.7041,4.9693,3.8096,4.4967,3.1903,3.2944,3.0966,52.8839
27 Apr 2021,4.0985,5.6889,4.9465,3.7856,4.4748,3.1903,3.3036,3.0896,52.8127
28 Apr 2021,4.1025,5.6920,4.9544,3.7684,4.4834,3.1760,3.3054,3.0920,52.8530
30 Apr 2021,4.1045,5.7243,4.9738,3.7715,4.5149,3.1935,3.3452,3.0948,52.8668
3 May 2021,4.1020,5.6712,4.9316,3.7446,4.4892,3.1686,3.3375,3.0802,52.8149
4 May 2021,4.1125,5.7075,4.9515,3.7640,4.4980,3.1835,3.3449,3.0865,52.9531
5 May 2021,4.1170,5.7274,4.9503,3.7676,4.5096,3.1845,3.3507,3.0852,52.9998
6 May 2021,4.1245,5.7312,4.9490,3.7710,4.5121,3.1858,3.3598,3.0850,53.0868
7 May 2021,4.1165,5.7261,4.9678,3.7726,4.5368,3.2014,3.3833,3.0890,53.0019
10 May 2021,4.1055,5.7563,4.9902,3.7703,4.5556,3.2208,3.3857,3.0956,52.8606
11 May 2021,4.1158,5.8116,4.9965,3.7797,4.5695,3.2239,3.4034,3.1026,52.9974
12 May 2021,4.1310,5.8282,5.0053,3.7950,4.5606,3.2168,3.4053,3.1075,53.1814
17 May 2021,4.1340,5.8232,5.0152,3.7807,4.5824,3.2047,3.4075,3.0957,53.2242
18 May 2021,4.1263,5.8498,5.0206,3.7791,4.5746,3.2168,3.4270,3.0970,53.1326
19 May 2021,4.1270,5.8554,5.0473,3.7887,4.5981,3.2151,3.4195,3.1022,53.1460
20 May 2021,4.1390,5.8420,5.0421,3.7926,4.5796,3.2032,3.4171,3.1037,53.3064
21 May 2021,4.1430,5.8737,5.0677,3.8056,4.6185,3.2135,3.4305,3.1118,53.3675
24 May 2021,4.1405,5.8569,5.0438,3.8037,4.6118,3.1992,3.4308,3.1119,53.3298
25 May 2021,4.1425,5.8739,5.0648,3.8108,4.6218,3.2135,3.4395,3.1214,53.3604
27 May 2021,4.1435,5.8488,5.0522,3.7991,4.6183,3.2075,3.4180,3.1291,53.3863
28 May 2021,4.1370,5.8719,5.0418,3.7638,4.6092,3.2037,3.4252,3.1259,53.3191
31 May 2021,4.1380,5.8747,5.0477,3.7726,4.6024,3.1962,3.4261,3.1283,53.3175
1 Jun 2021,4.1205,5.8666,5.0396,3.7649,4.5855,3.1990,3.4198,3.1228,53.1030
2 Jun 2021,4.1260,5.8422,5.0432,3.7639,4.5993,3.2024,3.4208,3.1207,53.1794
3 Jun 2021,4.1225,5.8414,5.0323,3.7587,4.5890,3.1927,3.4246,3.1176,53.1397
4 Jun 2021,4.1275,5.8185,5.0005,3.7443,4.5633,3.1615,3.4060,3.1091,53.2035
8 Jun 2021,4.1210,5.8355,5.0190,3.7664,4.5896,3.1925,3.4093,3.1138,53.1142
9 Jun 2021,4.1175,5.8306,5.0153,3.7610,4.5934,3.1853,3.4001,3.1102,53.0657
10 Jun 2021,4.1163,5.8117,5.0093,3.7574,4.5948,3.1841,3.3972,3.1088,53.0469
11 Jun 2021,4.1140,5.8328,5.0137,3.7603,4.6031,3.1892,3.4031,3.1118,53.0213
14 Jun 2021,4.1160,5.8077,4.9804,3.7495,4.5789,3.1695,3.3865,3.1023,53.0327
15 Jun 2021,4.1160,5.8083,4.9898,3.7383,4.5754,3.1720,3.3903,3.1027,53.0286
16 Jun 2021,4.1195,5.8011,4.9939,3.7414,4.5826,3.1695,3.3829,3.1026,53.0788
17 Jun 2021,4.1325,5.7824,4.9563,3.7324,4.5477,3.1519,3.3661,3.0921,53.2275
18 Jun 2021,4.1420,5.7684,4.9383,3.7588,4.5174,3.1282,3.3534,3.0895,53.3478
21 Jun 2021,4.1500,5.7249,4.9202,3.7794,4.4972,3.1090,3.3281,3.0810,53.4487
22 Jun 2021,4.1480,5.7713,4.9411,3.7566,4.5134,3.1174,3.3525,3.0829,53.4182
23 Jun 2021,4.1645,5.8016,4.9653,3.7598,4.5293,3.1429,3.3793,3.0941,53.6279
24 Jun 2021,4.1660,5.8139,4.9665,3.7526,4.5310,3.1553,3.3852,3.0954,53.6541
25 Jun 2021,4.1580,5.7919,4.9647,3.7508,4.5314,3.1572,3.3772,3.0978,53.5673
28 Jun 2021,4.1510,5.7643,4.9501,3.7520,4.5193,3.1492,3.3727,3.0883,53.4775
29 Jun 2021,4.1475,5.7507,4.9403,3.7527,4.5059,3.1336,3.3593,3.0872,53.4317
30 Jun 2021,4.1543,5.7547,4.9444,3.7600,4.5091,3.1252,3.3514,3.0902,53.5042
1 Jul 2021,4.1545,5.7413,4.9233,3.7396,4.4882,3.1123,3.3513,3.0874,53.5046
2 Jul 2021,4.1635,5.7325,4.9308,3.7314,4.4955,3.1074,3.3501,3.0842,53.6060
5 Jul 2021,4.1550,5.7430,4.9249,3.7392,4.5043,3.1214,3.3655,3.0856,53.4973
6 Jul 2021,4.1535,5.7669,4.9317,3.7471,4.5105,3.1432,3.3701,3.0901,53.4676
7 Jul 2021,4.1595,5.7405,4.9184,3.7607,4.5031,3.1165,3.3372,3.0867,53.5476
8 Jul 2021,4.1715,5.7496,4.9192,3.7729,4.5071,3.1136,3.3320,3.0846,53.7032
9 Jul 2021,4.1865,5.7692,4.9566,3.8095,4.5744,3.1078,3.3373,3.0927,53.8935
12 Jul 2021,4.1900,5.8184,4.9731,3.8037,4.5807,3.1306,3.3594,3.0999,53.9521
13 Jul 2021,4.1895,5.8228,4.9727,3.7955,4.5812,3.1400,3.3649,3.1024,53.9429
14 Jul 2021,4.1995,5.8035,4.9487,3.8005,4.5741,3.1324,3.3584,3.0987,54.0685
15 Jul 2021,4.1955,5.8041,4.9641,3.8191,4.5875,3.1307,3.3461,3.0996,54.0166
16 Jul 2021,4.2005,5.8133,4.9616,3.8202,4.5737,3.1241,3.3414,3.1010,54.0748
19 Jul 2021,4.2180,5.8025,4.9791,3.8361,4.5888,3.1156,3.3374,3.1064,54.2979
21 Jul 2021,4.2425,5.7776,4.9955,3.8609,4.6052,3.1025,3.3402,3.1034,54.5831
22 Jul 2021,4.2265,5.7941,4.9858,3.8379,4.6073,3.1096,3.3605,3.1028,54.3745
23 Jul 2021,4.2235,5.8120,4.9708,3.8300,4.5910,3.1155,3.3599,3.1061,54.3513
26 Jul 2021,4.2253,5.8091,4.9767,3.8298,4.5984,3.1051,3.3586,3.1049,54.3654
27 Jul 2021,4.2290,5.8481,4.9928,3.8374,4.6183,3.1216,3.3711,3.1140,54.3800
28 Jul 2021,4.2313,5.8709,5.0018,3.8538,4.6258,3.1140,3.3615,3.1112,54.3744
29 Jul 2021,4.2225,5.8807,5.0056,3.8462,4.6442,3.1147,3.3810,3.1161,54.2996
30 Jul 2021,4.2305,5.8984,5.0252,3.8629,4.6643,3.1246,3.3979,3.1259,54.4165
2 Aug 2021,4.2255,5.8726,5.0163,3.8527,4.6657,3.1026,3.3880,3.1223,54.3511
3 Aug 2021,4.2253,5.8704,5.0173,3.8673,4.6670,3.1127,3.3760,3.1255,54.3409
4 Aug 2021,4.2270,5.8861,5.0189,3.8760,4.6785,3.1297,3.3759,3.1331,54.3687
5 Aug 2021,4.2210,5.8632,4.9953,3.8486,4.6512,3.1200,3.3690,3.1239,54.2803
6 Aug 2021,4.2190,5.8733,4.9879,3.8405,4.6465,3.1172,3.3730,3.1218,54.2483
9 Aug 2021,4.2240,5.8583,4.9672,3.8323,4.6156,3.1065,3.3624,3.1156,54.2774
11 Aug 2021,4.2385,5.8612,4.9669,3.8307,4.5931,3.1111,3.3832,3.1171,54.4619
12 Aug 2021,4.2355,5.8765,4.9746,3.8382,4.5973,3.1216,3.3880,3.1220,54.4398
13 Aug 2021,4.2355,5.8509,4.9723,3.8360,4.5876,3.1106,3.3831,3.1179,54.4269
16 Aug 2021,4.2415,5.8758,5.0009,3.8776,4.6297,3.1124,3.3818,3.1278,54.4987
17 Aug 2021,4.2385,5.8557,4.9879,3.8777,4.6404,3.0975,3.3646,3.1222,54.4437
18 Aug 2021,4.2320,5.8203,4.9584,3.8597,4.6292,3.0741,3.3558,3.1111,54.3397
19 Aug 2021,4.2400,5.8175,4.9504,3.8486,4.6094,3.0547,3.3406,3.1082,54.4186
20 Aug 2021,4.2380,5.7762,4.9525,3.8613,4.6239,3.0278,3.2973,3.1077,54.4087
23 Aug 2021,4.2295,5.7724,4.9572,3.8496,4.6158,3.0287,3.3114,3.1098,54.2978
24 Aug 2021,4.2180,5.7858,4.9509,3.8428,4.6192,3.0443,3.3341,3.1089,54.1516
25 Aug 2021,4.2150,5.7826,4.9480,3.8397,4.6086,3.0521,3.3417,3.1106,54.1492
26 Aug 2021,4.1915,5.7644,4.9305,3.8127,4.5831,3.0434,3.3205,3.0966,53.8431
27 Aug 2021,4.1940,5.7447,4.9321,3.8129,4.5739,3.0360,3.3076,3.1005,53.8545
30 Aug 2021,4.1690,5.7403,4.9213,3.7981,4.5765,3.0442,3.3017,3.0954,53.5300
1 Sep 2021,4.1450,5.6940,4.8928,3.7620,4.5153,3.0323,3.2847,3.0821,53.2934
2 Sep 2021,4.1575,5.7267,4.9214,3.7792,4.5410,3.0622,3.2923,3.0906,53.4620
3 Sep 2021,4.1530,5.7455,4.9331,3.7749,4.5425,3.0741,3.3073,3.0927,53.4347
6 Sep 2021,4.1450,5.7419,4.9193,3.7742,4.5306,3.0822,3.3056,3.0883,53.3160
7 Sep 2021,4.1465,5.7419,4.9252,3.7762,4.5367,3.0848,3.3094,3.0908,53.3453
8 Sep 2021,4.1568,5.7278,4.9224,3.7689,4.5212,3.0712,3.2883,3.0886,53.4665
9 Sep 2021,4.1480,5.7091,4.9023,3.7642,4.5048,3.0513,3.2656,3.0821,53.3350
10 Sep 2021,4.1415,5.7364,4.8992,3.7693,4.5178,3.0581,3.2762,3.0901,53.2635
13 Sep 2021,4.1430,5.7341,4.8908,3.7681,4.5101,3.0472,3.2688,3.0861,53.2660
14 Sep 2021,4.1490,5.7445,4.9025,3.7698,4.5005,3.0506,3.2809,3.0899,53.3376
15 Sep 2021,4.1595,5.7424,4.9107,3.7946,4.5234,3.0452,3.2786,3.0966,53.4723
17 Sep 2021,4.1700,5.7531,4.9077,3.7963,4.4984,3.0422,3.2903,3.0984,53.5900
20 Sep 2021,4.1890,5.7431,4.9057,3.8104,4.4920,3.0297,3.2743,3.0992,53.7910
21 Sep 2021,4.1895,5.7273,4.9151,3.8217,4.5158,3.0449,3.2798,3.1012,53.8168
22 Sep 2021,4.1885,5.7175,4.9089,3.8260,4.5293,3.0323,3.2733,3.0963,53.7946
23 Sep 2021,4.1865,5.7110,4.9009,3.8123,4.5201,3.0300,3.2816,3.0974,53.7727
24 Sep 2021,4.1810,5.7380,4.9089,3.7863,4.5210,3.0521,3.3002,3.0972,53.7148
27 Sep 2021,4.1850,5.7224,4.9057,3.7848,4.5221,3.0458,3.3129,3.0950,53.7659
28 Sep 2021,4.1830,5.7326,4.8906,3.7608,4.5126,3.0530,3.3175,3.0897,53.7550
29 Sep 2021,4.1850,5.6690,4.8902,3.7561,4.5029,3.0339,3.3000,3.0828,53.7683
30 Sep 2021,4.1880,5.6352,4.8598,3.7423,4.4866,3.0168,3.2884,3.0770,53.7854
1 Oct 2021,4.1845,5.6302,4.8440,3.7646,4.4908,3.0204,3.2898,3.0763,53.7384
4 Oct 2021,4.1720,5.6468,4.8358,3.7564,4.4822,3.0297,3.3026,3.0736,53.5775
5 Oct 2021,4.1800,5.6829,4.8484,3.7602,4.5123,3.0378,3.3138,3.0772,53.6923
6 Oct 2021,4.1795,5.6902,4.8457,3.7439,4.4999,3.0370,3.3173,3.0787,53.6804
7 Oct 2021,4.1815,5.6804,4.8319,3.7527,4.5079,3.0460,3.3225,3.0780,53.7088
8 Oct 2021,4.1820,5.6915,4.8310,3.7394,4.4994,3.0554,3.3333,3.0790,53.7132
11 Oct 2021,4.1680,5.6839,4.8234,3.6985,4.4892,3.0501,3.3436,3.0770,53.5543
12 Oct 2021,4.1720,5.6725,4.8228,3.6824,4.4971,3.0612,3.3403,3.0767,53.6323
13 Oct 2021,4.1585,5.6614,4.8037,3.6650,4.4742,3.0511,3.3387,3.0700,53.4436
14 Oct 2021,4.1563,5.6814,4.8190,3.6604,4.5013,3.0706,3.3439,3.0795,53.4284
15 Oct 2021,4.1580,5.6904,4.8266,3.6495,4.5049,3.0836,3.3639,3.0834,53.4434
18 Oct 2021,4.1640,5.7170,4.8227,3.6400,4.5024,3.0830,3.3602,3.0839,53.5346
20 Oct 2021,4.1555,5.7377,4.8387,3.6288,4.4971,3.1131,3.3665,3.0929,53.4401
21 Oct 2021,4.1565,5.7493,4.8486,3.6393,4.5253,3.1311,3.3797,3.0964,53.4660
22 Oct 2021,4.1580,5.7362,4.8345,3.6450,4.5302,3.1087,3.3675,3.0906,53.4798
25 Oct 2021,4.1495,5.7186,4.8400,3.6516,4.5342,3.1067,3.3611,3.0864,53.3801
26 Oct 2021,4.1470,5.7086,4.8109,3.6404,4.5042,3.1161,3.3512,3.0790,53.3431
27 Oct 2021,4.1490,5.7130,4.8135,3.6396,4.5125,3.1203,3.3483,3.0771,53.3500
28 Oct 2021,4.1530,5.7087,4.8196,3.6550,4.5218,3.1175,3.3561,3.0817,53.4000
29 Oct 2021,4.1440,5.7166,4.8385,3.6477,4.5454,3.1277,3.3553,3.0825,53.2840
1 Nov 2021,4.1465,5.6722,4.7894,3.6308,4.5230,3.1126,3.3483,3.0721,53.2945
2 Nov 2021,4.1490,5.6642,4.8124,3.6409,4.5596,3.1138,3.3511,3.0789,53.3229
3 Nov 2021,4.1535,5.6621,4.8110,3.6497,4.5456,3.0890,3.3446,3.0788,53.3745
5 Nov 2021,4.1595,5.6149,4.8030,3.6582,4.5554,3.0766,3.3379,3.0764,53.4341
8 Nov 2021,4.1555,5.6014,4.8029,3.6562,4.5492,3.0740,3.3363,3.0762,53.3766
9 Nov 2021,4.1520,5.6289,4.8103,3.6794,4.5506,3.0729,3.3339,3.0823,53.2994
10 Nov 2021,4.1513,5.6283,4.8088,3.6786,4.5518,3.0578,3.3363,3.0806,53.2946
11 Nov 2021,4.1625,5.5809,4.7771,3.6512,4.5323,3.0413,3.3277,3.0722,53.4243
12 Nov 2021,4.1678,5.5683,4.7675,3.6478,4.5172,3.0354,3.3089,3.0738,53.4855
15 Nov 2021,4.1585,5.5840,4.7646,3.6525,4.5233,3.0521,3.3172,3.0759,53.3651
16 Nov 2021,4.1610,5.5897,4.7363,3.6442,4.5037,3.0619,3.3280,3.0773,53.4373
17 Nov 2021,4.1795,5.6066,4.7180,3.6378,4.4844,3.0404,3.3230,3.0749,53.6680
18 Nov 2021,4.1798,5.6395,4.7348,3.6634,4.5045,3.0378,3.3123,3.0814,53.6605
19 Nov 2021,4.1830,5.6412,4.7500,3.6576,4.5139,3.0421,3.3194,3.0813,53.6953
22 Nov 2021,4.1880,5.6268,4.7203,3.6700,4.5076,3.0334,3.3121,3.0752,53.7505
23 Nov 2021,4.1905,5.6138,4.7089,3.6412,4.4934,3.0285,3.2983,3.0672,53.7806
24 Nov 2021,4.2100,5.6290,4.7301,3.6585,4.5065,3.0337,3.3177,3.0805,54.0197
25 Nov 2021,4.2275,5.6431,4.7409,3.6643,4.5274,3.0453,3.3415,3.0890,54.2206
26 Nov 2021,4.2425,5.6430,4.7601,3.6989,4.5457,3.0300,3.3377,3.0948,54.4095
29 Nov 2021,4.2395,5.6530,4.7826,3.7292,4.5808,3.0293,3.3285,3.0942,54.3588
30 Nov 2021,4.2265,5.6301,4.7753,3.7184,4.5813,3.0205,3.3191,3.0883,54.1883
1 Dec 2021,4.2050,5.5981,4.7636,3.7070,4.5682,3.0099,3.3001,3.0828,53.9400
2 Dec 2021,4.2265,5.6202,4.7890,3.7381,4.5965,3.0067,3.3011,3.0958,54.2335
3 Dec 2021,4.2285,5.6180,4.7757,3.7359,4.5925,2.9898,3.2982,3.0873,54.2787
6 Dec 2021,4.2240,5.5907,4.7702,3.7382,4.5898,2.9652,3.2943,3.0852,54.1795
7 Dec 2021,4.2315,5.6213,4.7778,3.7264,4.5786,2.9898,3.3205,3.0940,54.2448
8 Dec 2021,4.2195,5.5953,4.7647,3.7184,4.5690,3.0112,3.3387,3.0945,54.1104
9 Dec 2021,4.2110,5.5617,4.7732,3.7051,4.5732,3.0176,3.3254,3.0892,54.0017
10 Dec 2021,4.2175,5.5795,4.7649,3.7149,4.5654,3.0187,3.3210,3.0880,54.0826
13 Dec 2021,4.2085,5.5765,4.7541,3.7061,4.5655,3.0185,3.3097,3.0826,53.9714
14 Dec 2021,4.2335,5.5848,4.7726,3.7265,4.5844,3.0049,3.3008,3.0927,54.2593
15 Dec 2021,4.2330,5.6009,4.7661,3.7205,4.5797,3.0092,3.2945,3.0903,54.2581
16 Dec 2021,4.2310,5.6071,4.7751,3.7070,4.5773,3.0279,3.2925,3.0959,54.2137
17 Dec 2021,4.2105,5.6086,4.7692,3.7090,4.5806,3.0154,3.2882,3.0843,53.9728
20 Dec 2021,4.2260,5.5895,4.7536,3.7232,4.5751,3.0068,3.2764,3.0904,54.1555
21 Dec 2021,4.2115,5.5644,4.7514,3.7052,4.5695,2.9952,3.2585,3.0832,53.9984
22 Dec 2021,4.2100,5.5810,4.7474,3.6893,4.5560,3.0024,3.2609,3.0847,53.9719
23 Dec 2021,4.2060,5.6146,4.7692,3.6854,4.5747,3.0304,3.2744,3.0894,53.9324
24 Dec 2021,4.2010,5.6327,4.7593,3.6743,4.5770,3.0363,3.2768,3.0914,53.8662
27 Dec 2021,4.1865,5.6160,4.7406,3.6587,4.5538,3.0304,3.2693,3.0866,53.6786
28 Dec 2021,4.1835,5.6191,4.7380,3.6412,4.5604,3.0268,3.2698,3.0854,53.6391
29 Dec 2021,4.1815,5.6172,4.7278,3.6410,4.5590,3.0241,3.2626,3.0881,53.6231
30 Dec 2021,4.1705,5.6248,4.7283,3.6249,4.5557,3.0267,3.2606,3.0854,53.4758
31 Dec 2021,4.1760,5.6361,4.7256,3.6286,4.5672,3.0289,3.2766,3.0896,53.5505
3 Jan 2022,4.1710,5.6306,4.7335,3.6183,4.5627,3.0233,3.2898,3.0877,53.4843
4 Jan 2022,4.1815,5.6302,4.7241,3.6138,4.5518,3.0119,3.2810,3.0865,53.6344
5 Jan 2022,4.1905,5.6710,4.7336,3.6119,4.5740,3.0318,3.2961,3.0911,53.7716
6 Jan 2022,4.2020,5.6887,4.7546,3.6266,4.5803,3.0221,3.2873,3.0935,53.8901
7 Jan 2022,4.2025,5.6938,4.7484,3.6271,4.5615,3.0117,3.3055,3.0927,53.8723
10 Jan 2022,4.2013,5.7068,4.7632,3.6279,4.5656,3.0207,3.3226,3.0993,53.8819
11 Jan 2022,4.1928,5.6992,4.7552,3.6342,4.5251,3.0146,3.3152,3.0960,53.7749
12 Jan 2022,4.1825,5.7068,4.7574,3.6251,4.5302,3.0193,3.3325,3.0971,53.6441
13 Jan 2022,4.1795,5.7307,4.7824,3.6489,4.5700,3.0462,3.3439,3.1044,53.6414
14 Jan 2022,4.1785,5.7358,4.7942,3.6742,4.5900,3.0397,3.3408,3.1055,53.6562
17 Jan 2022,4.1845,5.7236,4.7781,3.6570,4.5760,3.0177,3.3373,3.1024,53.7398
19 Jan 2022,4.1925,5.7012,4.7491,3.6598,4.5730,3.0123,3.3528,3.1037,53.8124
20 Jan 2022,4.1855,5.7036,4.7520,3.6588,4.5728,3.0286,3.3496,3.1076,53.7267
21 Jan 2022,4.1865,5.6920,4.7416,3.6806,4.5727,3.0109,3.3416,3.1099,53.7596
24 Jan 2022,4.1835,5.6709,4.7393,3.6741,4.5779,3.0040,3.3307,3.1111,53.7259
25 Jan 2022,4.1880,5.6437,4.7377,3.6810,4.5756,2.9919,3.3117,3.1183,53.7927
26 Jan 2022,4.1905,5.6609,4.7376,3.6802,4.5676,2.9996,3.3239,3.1184,53.8261
27 Jan 2022,4.2030,5.6472,4.7162,3.6658,4.5462,2.9759,3.3076,3.1125,53.9569
28 Jan 2022,4.1920,5.6173,4.6755,3.6340,4.5063,2.9505,3.2946,3.0985,53.8095
31 Jan 2022,4.1890,5.6177,4.6753,3.6257,4.4985,2.9357,3.2895,3.0903,53.7254
3 Feb 2022,4.1815,5.6722,4.7272,3.6544,4.5493,2.9808,3.2993,3.1036,53.6437
4 Feb 2022,4.1795,5.6879,4.7905,3.6372,4.5434,2.9863,3.2987,3.1117,53.6332
7 Feb 2022,4.1858,5.6608,4.7856,3.6303,4.5229,2.9618,3.2844,3.1088,53.7186
8 Feb 2022,4.1865,5.6662,4.7852,3.6294,4.5299,2.9864,3.3010,3.1155,53.6979
